PD,6.0,9.0,6.4,6.2,6.0,6.3,6.6,6.9,7.0,7.0,7.1,7.2,7.9,NaN,8.4
PD,6.0,9.0,6.4,6.2,5.9,6.1,6.4,7.0,7.0,7.1,7.1,7.2,7.7,8.1,8.8
PD,6.0,9.0,6.1,6.2,6.1,6.1,6.4,6.6,6.8,7.1,7.3,7.5,8.3,8.7,8.5
PD,5.9,8.9,6.1,5.9,5.7,5.9,6.1,6.5,6.7,6.9,7.1,7.3,7.9,8.2,8.2
PD,5.8,8.8,5.9,5.9,5.6,5.9,6.1,6.3,6.5,6.6,6.7,6.9,7.7,7.9,8.0
PD,5.8,8.8,6.0,5.9,5.6,5.8,6.1,6.5,6.7,6.8,6.9,7.1,7.8,8.0,8.1
PD,5.8,8.8,6.0,5.9,5.8,5.9,6.1,6.4,6.4,6.5,6.7,6.8,7.4,7.9,7.8
PD,5.8,8.8,5.9,5.9,5.5,5.8,6.1,6.5,6.7,6.7,6.9,6.9,7.7,NaN,7.9
PD,5.8,8.8,6.0,5.9,5.7,5.8,6.1,6.5,6.7,6.8,6.9,7.1,7.8,8.3,8.2
PD,5.8,8.8,6.1,6.0,5.6,5.7,5.9,6.2,6.5,6.6,6.8,7.1,7.8,8.2,8.1
PD,5.8,8.8,5.9,5.9,5.7,5.8,6.0,6.3,6.4,6.6,6.7,6.9,7.5,7.8,8.1
PD,5.8,8.8,6.2,6.2,6.0,6.2,6.4,6.7,6.9,7.0,7.1,7.3,7.9,8.3,8.4
PD,5.8,8.8,5.7,6.0,5.7,5.8,5.9,6.8,6.8,6.8,6.9,7.0,7.6,8.0,8.1
PD,5.8,8.8,5.9,6.1,5.6,5.9,6.0,6.3,6.5,6.6,6.6,6.8,7.7,8.3,8.2
PD,5.8,8.8,6.2,6.0,5.8,6.0,6.4,6.5,6.5,6.5,6.5,6.5,7.1,7.2,7.8
PD,5.8,8.8,6.0,5.9,5.6,5.7,6.0,6.5,6.6,6.6,6.7,6.9,7.5,8.2,7.9
PD,5.8,8.8,6.3,6.2,6.1,6.3,6.7,6.8,6.9,7.0,7.2,7.4,7.8,8.2,8.4
PD,5.8,8.8,6.0,5.9,5.6,5.7,6.2,6.5,6.6,6.7,6.7,6.8,7.0,7.3,8.0
PD,5.8,8.8,6.1,5.8,5.7,6.0,6.2,6.7,6.8,6.9,7.1,7.3,7.9,8.3,8.2
PD,5.8,8.7,6.1,5.9,5.5,5.7,6.0,6.2,6.3,6.4,6.6,6.8,7.4,7.8,7.9
PD,5.7,8.8,5.8,5.7,5.5,5.7,6.0,6.5,6.6,6.8,6.9,7.2,7.9,8.3,8.4
PD,5.7,8.8,6.0,5.9,5.6,5.7,5.9,6.5,6.7,6.9,7.0,7.2,7.8,8.2,8.3
PD,5.7,8.7,5.8,5.8,5.6,5.7,6.0,6.2,6.3,6.5,6.6,6.9,7.6,8.1,8.3
PD,5.7,8.7,6.1,5.8,5.5,5.7,5.8,6.3,6.5,6.7,6.9,7.2,7.8,8.2,8.0
PD,5.7,8.7,NaN,NaN,5.5,5.6,6.1,6.4,6.4,6.4,6.4,6.4,7.2,7.4,7.3
PD,5.7,8.7,5.8,5.8,5.6,5.7,5.9,6.4,6.5,6.8,7.0,7.1,7.9,8.0,8.1
