KF,11.6,9.8,9.8,9.2,9.6,10.6,9.2,11.1,12.2,12.6
KF,11.5,9.5,9.7,9.4,11.0,11.5,10.0,12.5,13.8,13.4
KF,11.4,10.0,9.8,9.4,10.9,11.8,9.7,12.3,13.1,13.5
KF,11.3,9.3,9.1,8.5,10.1,10.5,8.4,11.2,12.3,12.7
KF,11.2,9.5,9.2,8.8,10.6,10.8,9.8,11.5,12.5,12.6
KF,11.1,9.0,9.1,8.4,10.1,11.1,9.4,12.3,13.2,13.0
KF,10.7,9.1,8.9,8.5,9.3,10.1,8.8,NaN,11.2,11.4
KF,10.5,8.5,8.5,8.0,9.5,10.8,9.8,11.3,11.8,12.8
KF,10.3,9.0,8.8,8.0,9.2,10.0,8.8,10.5,11.0,11.2
KF,10.2,8.4,8.3,7.5,8.8,9.4,8.0,10.0,10.8,11.2
KF,10.2,8.7,8.5,8.1,9.2,10.2,8.6,10.8,12.0,11.9
KF,10.2,8.3,8.3,8.0,9.4,10.5,8.9,11.3,12.0,12.1
KF,10.0,8.3,8.6,7.8,8.8,9.9,8.9,10.6,11.0,11.6
KF,10.0,8.1,8.0,7.5,9.1,10.2,9.0,10.7,11.5,12.0
KF,10.0,9.0,8.8,7.8,9.1,10.4,9.2,11.3,12.0,12.2
KF,10.0,8.4,8.5,7.8,9.4,10.6,9.1,11.1,11.8,12.2
KF,9.8,8.0,7.9,7.5,9.6,9.7,8.0,10.2,11.0,12.3
KF,9.6,8.0,8.0,7.3,8.8,10.0,9.0,10.5,11.2,11.4
KF,9.5,7.9,7.8,7.0,8.8,9.8,8.5,10.1,11.0,10.4
KF,9.5,7.5,7.5,7.0,8.3,9.2,7.8,9.8,10.6,11.2
KF,9.5,7.5,7.4,7.3,8.0,9.5,8.3,10.0,10.6,11.5
KF,9.5,8.2,8.3,7.7,9.1,9.6,8.2,10.1,10.5,11.6
KF,9.5,7.5,7.4,7.3,9.0,9.5,9.0,10.2,11.0,11.4
KF,9.5,7.2,7.3,6.8,8.4,9.6,8.7,10.3,11.0,12.0
KF,9.3,8.0,8.0,7.0,8.0,8.8,7.2,9.2,10.6,10.2
KF,9.2,7.3,7.5,7.0,9.2,10.0,NaN,10.4,11.3,12.0
KF,9.2,7.7,1.4,7.0,9.0,9.8,8.6,10.6,11.4,11.7
KF,9.0,7.3,7.6,6.9,8.0,9.0,8.1,10.6,10.1,10.6
KF,9.0,7.5,6.8,6.5,7.8,9.0,7.5,9.5,10.7,10.8
KF,9.0,7.5,7.5,6.8,8.0,9.4,8.3,10.0,10.7,10.8
KF,9.0,7.5,7.5,7.2,8.5,9.5,8.0,10.0,11.0,11.0
KF,9.0,7.8,7.5,7.2,8.6,9.0,8.1,9.6,10.5,12.2
KF,9.0,7.4,7.3,6.7,7.7,8.7,7.5,9.1,9.9,10.4
KF,9.0,7.0,7.3,6.4,NaN,8.8,7.8,9.7,9.9,10.3
KF,9.0,7.4,7.4,7.1,8.7,9.0,7.6,9.6,10.7,11.3
KF,9.0,7.2,7.2,6.9,8.2,9.4,7.4,9.6,10.4,10.6
KF,8.7,6.8,6.6,6.2,7.8,8.8,7.8,9.8,10.4,11.2
KF,8.5,7.7,7.0,6.5,7.7,8.7,8.4,10.0,10.7,11.0
KF,8.5,7.0,6.8,6.4,7.7,8.7,7.1,9.1,9.8,10.2
KF,8.5,6.8,6.8,6.3,7.9,8.6,6.7,9.4,10.2,10.4
KF,8.4,6.8,6.6,5.8,7.2,7.8,7.0,8.6,9.3,9.6
KF,7.8,6.6,6.5,6.0,7.2,8.3,7.1,8.5,9.8,10.0
KF,7.5,6.5,6.5,6.0,7.0,8.5,6.8,9.1,9.7,9.9
KF,5.2,4.4,4.3,5.4,5.7,5.7,5.1,7.1,6.5,6.1
