KD,5.6,8.3,5.7,5.6,5.2,5.3,5.6,6.0,6.2,6.3,6.5,6.8,7.5,7.9,8.0
KD,5.4,8.4,5.6,5.5,5.3,5.5,5.7,6.0,6.1,6.3,6.5,6.8,7.4,7.8,7.9
KD,5.4,8.4,5.6,5.4,5.2,5.3,5.5,5.9,6.0,6.2,6.4,6.5,7.2,7.4,7.5
KD,5.4,8.4,5.7,5.5,5.4,5.6,6.1,6.3,6.4,6.5,6.6,6.8,7.4,7.8,7.8
KD,5.4,8.4,5.6,5.5,5.2,5.4,5.6,5.9,6.1,6.3,6.6,6.9,7.6,8.0,8.0
KD,5.4,8.3,5.6,5.5,5.1,5.2,5.6,5.8,5.9,6.0,6.2,6.3,7.1,7.4,7.6
KD,5.4,8.3,5.6,5.5,5.2,5.4,5.6,5.9,6.0,6.2,6.5,6.8,7.5,7.9,8.0
KD,5.4,8.3,5.5,5.3,5.1,5.2,5.3,5.4,5.7,5.9,5.9,6.4,7.2,8.2,7.7
KD,5.3,8.3,5.4,5.2,5.1,5.3,5.4,5.6,5.8,5.9,6.2,6.3,7.2,7.3,7.5
KD,5.3,8.3,5.4,5.4,5.0,5.2,5.4,5.7,5.8,5.9,6.1,6.4,7.3,NaN,7.7
KD,5.3,8.3,5.5,5.4,5.1,5.3,5.4,5.6,5.7,5.9,6.1,6.3,7.0,7.3,7.5
KD,5.3,8.3,5.5,NaN,5.1,5.2,5.4,5.6,5.7,5.9,6.1,6.3,7.0,NaN,7.5
KD,5.3,8.3,5.5,5.4,5.2,5.3,5.4,5.6,5.7,5.9,6.2,6.5,7.1,7.5,7.5
KD,5.3,8.3,5.7,5.4,5.0,5.2,5.7,6.2,6.4,6.6,6.7,7.0,7.7,8.1,7.8
KD,5.3,8.3,5.5,5.3,4.9,5.1,5.3,5.6,5.7,6.0,6.0,6.3,7.0,7.5,7.5
KD,5.3,8.3,5.5,5.4,5.1,5.3,5.6,5.9,6.0,6.3,6.5,6.8,7.5,7.9,7.9
KD,5.3,8.3,5.5,5.4,5.2,5.4,5.6,6.0,6.2,6.4,6.6,6.8,7.5,7.9,8.0
KD,5.3,8.3,5.6,5.4,5.1,5.2,5.6,5.8,5.9,6.1,6.4,6.7,7.3,7.7,7.7
KD,5.3,8.3,5.6,5.5,5.2,5.4,5.7,6.1,6.2,6.6,6.9,7.1,7.7,NaN,8.3
KD,5.3,8.3,NaN,NaN,5.0,5.1,5.5,5.8,NaN,6.1,6.4,6.6,NaN,NaN,NaN
KD,5.3,8.3,5.5,5.4,5.0,5.1,5.5,5.8,5.9,6.0,6.1,6.4,7.1,7.5,7.4
KD,5.3,8.3,5.5,5.4,5.1,5.4,5.7,5.8,5.9,6.2,6.4,6.4,7.2,7.6,7.9
KD,5.3,8.3,5.5,5.4,5.2,5.4,5.7,5.8,6.0,6.2,6.3,6.3,7.3,7.5,7.3
KD,5.3,8.3,5.6,5.6,5.4,5.4,5.7,5.8,6.0,6.1,6.4,6.7,7.4,NaN,7.7
KD,5.3,8.3,5.4,5.4,4.9,5.1,5.4,5.5,5.6,5.8,6.0,6.2,7.0,7.8,7.2
KD,5.3,8.3,5.6,5.4,5.1,5.3,5.5,5.9,6.0,6.2,6.5,6.7,7.3,7.7,7.7
KD,5.3,8.3,NaN,5.3,5.0,5.1,5.4,5.8,5.9,5.9,6.2,6.5,7.1,7.5,7.5
KD,5.3,8.3,5.6,5.2,5.1,5.1,5.5,5.7,5.8,6.0,6.2,6.5,7.2,7.5,7.4
KD,5.3,8.3,5.4,5.3,5.0,5.1,5.5,5.9,6.0,6.2,6.4,6.6,7.1,7.5,7.9
KD,5.3,8.3,5.5,5.2,5.1,5.3,5.5,5.7,5.8,5.9,6.1,6.3,7.9,7.2,7.3
KD,5.3,8.3,5.4,5.4,5.1,5.2,5.4,5.8,5.9,6.1,6.3,6.5,7.2,7.5,7.6
KD,5.3,8.3,5.6,5.6,5.3,5.5,5.7,5.9,6.0,6.2,6.3,6.5,7.3,7.6,7.7
KD,5.3,8.3,5.4,5.4,5.3,5.3,5.3,5.5,5.8,6.1,6.3,6.5,7.3,7.6,7.5
KD,5.3,8.3,5.4,5.4,5.2,5.3,5.5,5.9,6.0,6.3,6.5,6.7,7.5,7.6,7.8
KD,5.3,8.3,5.7,5.5,5.3,5.5,5.8,6.0,6.1,6.1,6.2,6.5,7.0,7.2,7.5
KD,5.3,8.3,5.5,5.4,5.1,5.2,5.4,5.6,5.8,5.9,6.2,6.5,7.1,7.8,7.5
KD,5.3,8.3,5.7,5.5,5.3,5.5,5.8,6.1,6.2,6.4,6.6,6.8,7.2,7.6,7.8
KD,5.3,8.3,5.5,5.5,5.0,5.3,5.5,5.9,6.0,6.2,6.4,6.6,7.6,7.7,7.9
KD,5.3,8.3,5.5,5.8,5.1,5.2,5.5,5.9,6.0,6.2,6.4,6.7,7.3,7.7,7.6
