HJ,16.0,15.0,14.8,14.5,16.0,17.0,15.0,17.0,17.3,16.5
HJ,15.7,14.1,13.4,12.6,14.4,NaN,14.5,NaN,15.8,15.9
HJ,15.6,13.1,13.6,12.6,15.2,15.9,11.3,15.6,16.6,16.4
HJ,15.5,13.0,12.7,12.0,14.7,14.7,12.5,16.4,18.0,NaN
HJ,15.5,14.0,14.5,13.0,13.0,14.0,11.5,13.5,14.5,13.5
HJ,15.3,13.4,13.4,12.5,14.2,14.6,11.0,15.7,16.1,15.5
HJ,15.2,13.7,14.2,13.1,15.5,14.8,12.0,15.2,16.7,16.2
HJ,15.0,12.0,11.7,12.5,12.7,14.2,10.2,14.3,15.3,14.7
HJ,14.8,13.0,12.8,12.3,14.4,14.5,11.8,14.8,15.0,15.0
HJ,14.6,13.1,12.5,11.7,14.0,14.7,11.6,15.2,16.1,14.9
HJ,14.5,12.3,12.0,11.5,14.1,14.2,11.6,14.3,15.6,15.0
HJ,14.5,12.7,12.6,12.5,13.5,13.6,11.0,14.0,15.0,14.7
HJ,14.5,12.8,12.9,12.5,13.7,14.4,10.9,14.9,15.2,14.8
HJ,14.5,13.0,13.0,12.5,13.5,13.3,10.0,13.8,15.0,15.0
HJ,14.3,12.7,12.5,11.2,13.8,14.4,11.4,15.1,15.3,15.5
HJ,14.0,12.0,12.6,11.6,13.2,13.2,10.7,13.6,NaN,14.6
HJ,14.0,12.3,12.4,11.5,13.7,13.6,10.2,13.9,14.2,14.2
HJ,14.0,11.5,11.4,10.9,13.8,14.3,11.5,14.6,16.1,15.4
HJ,13.8,12.0,11.3,11.8,13.5,13.9,11.4,14.5,14.2,15.0
HJ,13.7,11.0,10.8,10.4,12.7,13.9,10.1,14.3,14.7,14.2
HJ,13.5,12.0,12.0,11.5,12.5,13.0,11.0,14.0,14.3,14.5
HJ,13.5,11.6,11.0,10.6,13.4,14.3,12.0,14.3,14.5,15.0
HJ,13.5,11.5,11.6,11.2,13.5,13.8,11.2,13.5,15.0,15.5
HJ,13.4,11.5,11.6,10.9,12.9,13.6,11.0,14.0,14.8,14.6
HJ,13.3,11.0,10.1,10.0,12.2,13.3,10.1,12.9,13.2,13.9
HJ,13.2,11.1,11.0,10.6,12.0,12.7,10.7,14.3,14.9,14.5
HJ,13.0,10.0,10.3,9.8,12.0,12.6,10.0,12.8,14.5,14.0
HJ,13.0,11.7,11.5,10.7,NaN,14.3,10.5,14.7,15.2,14.5
HJ,12.8,11.2,10.7,10.6,11.6,12.0,9.4,12.5,13.5,13.5
HJ,12.7,11.2,10.8,10.5,11.7,12.5,10.2,13.1,13.6,12.7
HJ,12.5,10.5,10.3,9.6,12.5,12.5,10.0,13.2,13.3,13.0
HJ,12.5,10.5,10.3,9.9,12.5,13.1,10.1,12.8,14.1,13.9
HJ,12.5,10.0,10.1,10.0,11.5,12.0,9.8,12.5,13.0,13.0
HJ,12.0,10.0,9.4,9.0,11.5,12.5,10.7,12.8,13.0,13.3
HJ,11.9,10.0,10.2,9.3,12.3,13.0,10.1,13.1,14.0,14.0
HJ,11.5,9.5,9.3,9.0,11.0,12.5,10.0,13.5,14.0,14.0
HJ,11.5,10.0,10.1,9.7,12.0,12.3,9.8,13.0,13.0,13.5
HJ,11.0,9.5,9.5,9.0,11.8,12.5,9.8,12.9,13.7,13.4
HJ,11.0,9.5,9.5,9.0,12.0,12.5,10.5,13.0,13.5,14.5
HJ,9.3,7.3,7.3,7.1,9.7,10.2,8.2,10.5,11.0,11.2
