HJ,11.0,9.5,9.5,9.0,10.5,11.0,11.0,9.5,12.5,13.0
HJ,10.0,8.4,9.0,8.6,9.2,9.5,10.2,8.9,11.3,12.6
HJ,11.5,10.0,10.0,9.5,11.0,11.5,11.5,10.0,12.8,13.0
HJ,11.2,9.4,9.6,9.4,10.8,11.4,10.6,NaN,12.6,13.2
HJ,11.0,9.7,9.6,9.3,10.3,10.8,11.0,10.0,12.3,13.2
HJ,11.0,9.5,9.2,8.9,10.3,10.7,11.2,10.0,12.6,13.0
HJ,11.0,9.5,9.7,9.3,10.4,11.0,11.2,9.5,12.5,13.3
HJ,11.0,9.0,9.1,8.5,9.5,10.2,10.4,9.2,12.4,13.5
HJ,11.3,9.0,9.3,8.8,9.5,10.5,11.0,9.5,12.0,13.3
HJ,10.7,9.0,8.9,8.6,10.2,10.9,10.9,9.6,12.0,13.3
HJ,11.0,9.3,9.3,9.2,11.1,11.2,11.2,9.6,12.5,13.2
HJ,10.6,8.8,8.8,8.3,9.2,9.9,10.4,8.9,11.2,12.8
HJ,10.8,9.5,9.4,9.2,10.6,11.1,11.0,9.4,12.7,13.0
HJ,11.0,9.0,9.2,9.0,10.0,10.7,10.7,10.2,12.0,12.5
HJ,10.8,8.8,8.7,8.3,9.9,10.7,10.8,9.5,12.7,NaN
HJ,11.0,8.6,9.0,8.8,10.0,10.8,11.0,9.7,11.7,13.1
HJ,11.3,9.3,9.0,8.8,10.2,10.5,10.6,8.8,12.1,12.8
HJ,11.6,9.0,9.1,8.7,9.7,10.6,10.9,9.5,11.8,12.6
HJ,10.5,8.8,8.8,8.8,10.0,10.5,10.8,9.0,11.8,12.5
HJ,11.3,9.5,9.6,9.4,11.3,NaN,11.3,10.3,13.6,13.6
HJ,10.5,9.3,9.1,9.0,10.4,10.8,10.9,9.6,12.4,12.8
HJ,10.5,9.3,9.4,9.0,10.4,10.6,10.7,9.3,12.0,12.9
HJ,10.5,9.3,9.4,9.0,10.4,11.0,11.0,9.8,12.4,13.0
HJ,10.2,8.6,8.5,8.2,9.6,10.3,10.5,9.1,11.8,12.6
HJ,10.5,9.0,8.8,8.8,9.8,10.5,10.7,9.2,12.2,12.5
HJ,10.8,9.2,9.2,9.0,10.3,10.7,11.0,9.5,12.3,13.0
HJ,10.2,8.5,8.2,7.8,9.4,9.7,10.0,9.2,12.0,12.6
HJ,10.5,8.7,9.0,8.5,9.5,10.5,10.5,9.0,12.0,13.0
HJ,10.8,9.0,8.9,8.7,10.1,10.6,10.9,9.4,12.3,13.0
HJ,10.5,8.8,8.5,8.5,9.9,10.6,10.9,9.4,12.2,12.7
HJ,10.3,8.6,8.6,8.5,10.3,10.8,10.9,9.5,12.3,12.8
HJ,10.5,8.4,8.3,8.1,9.6,10.4,10.5,9.2,11.6,12.4
HJ,11.5,10.0,9.8,9.5,11.0,11.3,11.5,NaN,12.5,13.5
HJ,10.0,9.1,8.1,7.7,9.8,9.9,9.9,8.9,11.2,12.3
HJ,10.0,8.3,8.3,7.9,10.0,10.8,11.0,9.3,11.5,12.8
HJ,10.3,7.3,8.1,7.2,9.4,10.3,10.7,9.3,11.7,12.3
HJ,10.3,8.8,9.1,8.8,10.3,10.8,11.0,9.5,11.9,12.7
HJ,10.0,8.0,7.5,7.0,9.0,10.1,10.7,8.7,12.2,12.4
HJ,10.2,8.4,8.2,8.1,9.6,10.3,10.5,9.2,11.6,12.4
HJ,10.2,8.3,8.3,8.2,9.5,10.4,10.4,9.0,11.8,12.5
HJ,10.0,8.4,8.0,8.0,9.5,10.0,10.0,9.0,11.8,11.8
