DS,11.2,9.5,9.5,9.2,8.2,8.1,9.0,9.1,9.0,9.0,9.0,9.0,9.5,10.4,10.8
DS,10.6,9.2,9.1,9.1,8.6,8.6,8.5,8.6,8.7,8.7,8.7,8.7,9.5,10.0,10.6
DS,10.6,NaN,8.8,8.7,7.8,7.7,8.0,7.9,8.0,8.1,8.2,8.3,8.9,9.5,9.9
DS,10.5,9.3,8.8,8.5,7.8,7.8,7.9,8.0,8.0,8.0,8.0,8.1,9.0,9.5,10.3
DS,10.5,9.2,9.0,8.8,7.9,7.8,7.9,8.0,8.2,8.3,8.3,8.3,9.0,9.5,10.0
DS,10.5,9.1,8.8,8.6,8.1,8.3,8.2,8.2,8.2,8.2,8.2,8.2,8.9,9.2,9.8
DS,10.5,9.1,9.0,8.9,7.9,7.9,7.8,8.2,8.1,8.1,8.1,8.1,8.6,9.1,9.6
DS,10.5,9.0,9.0,8.7,8.0,8.0,7.9,8.0,7.9,7.9,7.9,8.0,8.8,9.7,9.8
DS,10.5,9.0,8.9,9.0,8.0,8.2,8.1,8.1,8.1,8.1,8.1,8.1,8.9,9.4,9.9
DS,10.5,8.9,8.9,8.8,7.9,8.0,8.0,8.1,8.1,8.1,8.1,8.1,8.9,9.5,10.0
DS,10.5,8.8,8.8,8.8,7.9,8.0,8.0,8.1,8.0,8.0,8.0,8.0,8.9,9.5,10.0
DS,10.5,8.7,8.5,8.7,7.9,7.9,7.7,8.2,8.1,8.1,8.1,8.1,8.8,9.2,9.8
DS,10.5,NaN,9.0,8.5,7.7,7.7,8.0,8.0,8.0,8.0,8.0,8.0,8.7,9.0,9.8
DS,10.4,9.1,8.8,8.6,8.1,8.3,8.4,8.3,8.2,8.1,8.1,8.0,8.8,9.2,9.7
DS,10.4,8.9,8.8,8.6,8.0,8.0,8.1,7.8,7.8,8.0,8.1,8.1,8.9,9.3,10.0
DS,10.4,8.9,8.9,8.8,7.9,8.0,8.0,8.1,8.0,8.0,8.0,8.1,8.9,9.5,10.0
DS,10.4,8.6,8.6,8.4,8.0,7.8,7.8,7.8,7.8,7.9,7.9,8.0,8.8,9.3,9.8
DS,10.3,8.8,8.7,8.5,7.8,7.9,8.2,8.1,8.1,8.1,8.1,8.1,NaN,9.2,10.1
DS,10.3,8.8,8.6,8.5,7.8,7.8,7.8,7.9,7.9,7.9,8.0,8.0,8.8,9.3,9.9
DS,10.3,8.8,8.7,8.8,7.9,8.0,8.2,8.3,8.4,8.4,8.3,8.2,9.0,9.6,10.6
DS,10.3,8.8,8.8,8.7,8.0,8.1,8.1,8.1,8.0,8.0,8.0,8.1,9.0,9.3,9.8
DS,10.3,8.8,8.6,8.5,7.7,7.8,8.0,8.0,8.1,7.9,7.9,8.0,8.8,9.2,9.8
DS,10.3,8.7,8.8,8.5,7.8,7.9,8.0,8.1,8.1,8.0,8.0,8.0,8.8,9.4,9.9
DS,10.3,8.5,8.8,8.6,7.7,7.7,7.7,7.8,7.8,8.0,8.0,8.0,8.7,9.2,9.8
DS,10.3,8.4,8.8,8.7,7.6,7.9,7.9,8.0,8.0,8.0,8.1,8.1,8.9,9.4,10.1
DS,10.3,NaN,8.8,8.5,7.7,8.0,8.2,8.2,8.2,NaN,8.1,8.1,9.1,9.3,9.8
DS,10.3,NaN,8.7,8.7,7.8,7.8,7.8,7.9,7.9,7.8,7.8,7.8,8.7,9.3,9.9
DS,10.3,NaN,8.7,8.5,7.6,8.0,8.1,8.2,8.4,8.5,8.6,8.6,9.4,10.1,10.6
DS,10.3,NaN,8.8,8.9,7.9,8.7,7.5,7.8,8.0,8.0,8.0,8.0,8.8,NaN,NaN
DS,10.3,NaN,8.9,8.7,7.9,8.0,8.1,8.0,8.0,8.1,8.1,8.1,8.9,9.5,9.9
DS,10.2,8.8,8.7,8.6,7.9,8.1,8.2,8.1,8.0,8.0,8.0,8.0,8.9,9.5,9.7
DS,10.2,8.6,8.5,8.4,7.7,7.7,7.8,7.8,7.9,7.9,8.0,8.0,8.8,9.3,9.8
DS,10.2,8.5,8.7,8.2,8.0,8.1,8.1,8.2,8.1,8.0,8.0,7.9,8.7,9.2,9.4
DS,10.2,8.5,8.5,8.2,7.5,7.5,7.5,7.7,7.7,7.8,7.8,7.8,8.8,9.3,9.6
DS,10.2,8.4,8.5,8.4,7.7,7.6,7.5,7.8,7.7,7.8,7.8,8.1,8.9,9.4,10.1
DS,10.2,NaN,8.7,8.8,7.9,7.7,8.4,8.0,7.6,7.6,7.7,7.7,8.3,9.0,9.3
