AS,6.0,3.4,3.0,3.1,3.1,3.2,3.4,4.1,4.5,5.1,5.6,6.3,6.8,7.1,7.1
AS,6.0,3.4,3.1,3.2,3.1,3.2,3.5,4.1,4.4,5.0,5.5,6.1,6.6,7.3,7.0
AS,6.0,3.4,3.0,3.2,3.1,3.3,3.4,3.8,4.1,4.8,5.4,6.0,6.4,6.7,6.5
AS,6.0,3.4,3.1,3.2,3.0,3.2,3.4,3.8,4.3,4.8,5.4,5.9,6.6,7.0,NaN
AS,6.0,3.3,3.0,3.2,3.0,3.2,3.3,3.8,NaN,4.7,5.4,5.8,6.9,7.3,6.8
AS,6.0,3.3,3.0,3.2,3.0,3.2,3.4,3.9,4.2,4.8,5.4,6.0,6.6,7.0,6.9
AS,6.0,3.3,3.0,3.2,3.1,3.2,3.4,3.6,NaN,4.6,5.2,5.9,6.4,6.6,6.4
AS,6.0,3.3,3.1,3.2,2.9,3.1,3.3,3.8,4.1,4.8,5.4,6.0,6.7,7.3,6.8
AS,6.0,3.3,3.0,3.1,3.1,3.3,3.4,4.0,4.3,4.7,5.3,5.9,NaN,NaN,NaN
AS,6.0,3.3,3.0,3.1,3.0,3.2,3.4,3.9,4.2,4.9,5.6,6.4,7.0,7.4,7.2
AS,6.0,3.3,3.0,3.2,3.0,3.1,3.2,3.7,4.1,4.8,5.3,6.0,6.6,6.8,7.0
AS,6.0,3.3,3.1,3.2,3.0,3.1,3.2,3.9,4.3,4.8,5.5,6.2,6.8,7.2,7.3
AS,6.0,3.3,3.0,3.1,3.0,3.1,3.3,3.8,4.2,4.8,5.4,6.0,6.4,6.6,6.8
AS,6.0,3.3,3.0,3.1,3.1,3.3,3.5,4.0,4.2,4.8,5.4,6.0,6.7,7.1,7.0
AS,6.0,3.3,3.0,3.2,3.0,3.2,3.8,4.2,4.2,5.0,5.5,6.3,6.9,7.0,7.0
AS,6.0,3.3,3.0,3.2,3.1,3.3,3.5,4.1,4.3,4.5,5.3,5.9,6.5,6.6,6.6
AS,6.0,3.2,3.0,3.1,3.1,3.2,3.4,3.8,4.1,4.7,5.3,5.9,NaN,7.0,6.9
AS,6.0,3.2,3.0,3.1,3.0,3.2,3.4,4.0,4.2,4.8,5.4,6.1,6.6,7.1,6.7
AS,6.0,3.2,3.1,3.2,3.1,3.2,3.4,4.0,4.3,4.8,5.4,6.2,6.7,NaN,6.9
AS,6.0,3.2,3.1,3.2,3.1,3.2,3.4,4.1,4.3,4.8,5.8,6.4,7.3,7.7,7.2
AS,6.0,3.2,3.0,3.1,3.1,3.2,3.5,4.0,4.3,4.9,5.5,6.2,6.7,7.0,7.0
AS,6.0,3.2,3.0,3.1,3.0,3.2,3.4,3.9,4.2,4.8,5.5,6.0,6.5,6.7,7.0
