JK,11.0,8.5,8.5,7.8,9.2,10.8,9.3,11.3,11.9,11.9
JK,9.5,7.8,7.7,7.3,8.5,8.9,8.4,10.3,10.5,11.5
JK,9.0,7.7,7.5,7.0,7.0,8.5,8.2,9.5,10.2,11.0
JK,8.8,7.6,7.5,7.1,9.0,9.9,9.2,10.8,11.5,11.9
JK,8.5,7.0,7.0,6.5,7.5,8.0,7.5,9.0,10.0,10.5
JK,8.5,7.0,7.0,6.5,7.5,8.0,9.0,9.0,9.5,10.5
JK,8.5,6.8,6.8,6.4,7.4,8.2,8.1,9.2,9.8,10.7
JK,8.5,6.5,6.4,6.0,6.6,7.8,7.7,9.0,9.3,10.3
JK,8.5,6.5,6.3,6.0,7.0,8.1,7.9,9.5,9.8,10.4
JK,8.0,6.7,6.6,6.1,6.6,7.2,7.2,8.4,9.2,9.4
JK,8.0,6.3,6.3,5.6,6.4,7.5,7.3,8.6,9.3,9.6
JK,7.9,6.6,6.4,6.0,7.0,8.1,7.7,9.5,10.1,10.6
JK,7.9,6.5,6.4,5.7,6.9,7.4,NaN,8.8,9.0,9.8
JK,7.9,6.4,6.4,6.2,7.2,8.0,7.2,9.0,9.4,10.0
JK,7.9,6.3,6.2,5.8,7.0,7.9,7.3,8.8,9.7,10.4
JK,7.8,6.3,6.4,5.8,7.1,8.0,7.5,9.3,9.8,10.1
JK,7.8,5.6,5.7,5.3,6.7,7.6,7.7,8.5,8.8,9.3
JK,7.7,7.2,6.8,6.4,7.4,8.5,7.9,9.5,6.8,10.5
JK,7.7,6.5,6.2,6.0,7.5,7.7,7.5,9.0,9.6,10.0
JK,7.7,6.0,6.0,5.5,6.8,8.0,7.3,9.2,10.0,10.2
JK,7.6,6.2,6.0,5.3,6.8,8.1,7.2,9.3,9.8,9.8
JK,7.6,6.0,6.0,5.4,6.8,7.6,7.1,8.7,9.3,9.8
JK,7.5,6.3,6.3,5.5,6.5,7.5,6.8,9.0,9.5,10.3
JK,7.5,6.1,5.9,5.4,6.5,7.6,6.5,8.3,8.7,9.5
JK,7.5,6.0,6.5,6.0,7.0,8.0,6.8,9.0,9.0,9.0
JK,7.5,5.9,5.7,5.4,6.8,8.0,7.0,9.0,9.5,10.0
JK,7.5,5.8,5.5,4.9,6.7,7.6,7.5,9.2,10.0,NaN
JK,7.3,5.7,5.6,5.1,6.6,7.2,6.9,8.8,9.4,10.0
JK,7.2,5.8,5.8,5.2,6.7,7.5,6.9,8.7,9.5,9.8
JK,7.2,5.7,5.6,5.0,6.0,6.8,6.8,7.2,8.5,9.1
JK,7.2,5.5,NaN,5.0,NaN,6.7,6.4,8.9,8.6,9.2
JK,7.1,6.5,6.2,6.0,7.3,8.2,9.1,9.5,10.2,10.6
JK,7.0,5.6,5.5,5.5,7.3,8.1,7.8,9.2,9.5,10.1
JK,7.0,5.6,5.3,5.0,6.0,7.3,6.9,8.5,9.2,9.7
JK,7.0,5.5,5.5,5.3,6.2,7.1,6.4,8.3,9.0,9.9
JK,7.0,5.4,5.5,4.8,6.3,7.0,6.6,8.3,9.1,9.6
JK,7.0,5.4,5.5,4.7,6.1,6.9,6.7,8.0,8.8,9.7
JK,7.0,5.3,5.1,4.8,5.7,7.2,6.0,8.4,9.1,9.4
JK,7.0,5.1,5.0,4.8,5.9,7.0,6.6,8.2,8.8,9.3
JK,6.8,5.2,4.9,4.4,5.7,6.6,5.2,8.2,8.7,9.7
JK,6.8,5.0,4.9,4.5,5.4,6.8,6.0,8.3,8.6,9.8
JK,6.8,5.0,5.2,4.2,5.8,6.5,5.7,8.0,8.5,9.3
JK,6.7,5.1,5.0,4.4,5.4,6.6,6.4,7.3,7.8,8.7
JK,6.5,5.2,5.2,4.5,5.6,6.4,6.5,8.0,8.6,9.2
JK,6.5,5.1,5.3,4.9,6.4,7.0,6.9,7.9,8.7,9.3
