BX,6.3,9.2,6.5,6.4,5.9,6.1,6.4,6.6,6.6,6.7,6.6,6.9,7.5,7.5,7.7
BX,6,9,6.1,6,5.3,5.5,5.6,5.9,6.1,6.2,6.4,6.6,7.3,NaN,7.5
BX,6,9,6.2,6.1,5.7,5.9,6,6.2,6.3,6.4,6.5,6.8,7.5,7.9,7.8
BX,6,9,6.1,6.1,6,6.2,6.3,6.5,6.6,6.7,6.8,6.9,7.5,7.9,8.1
BX,6,9,6,5.8,5.5,5.6,5.9,6.1,6.2,6.3,6.6,6.8,7.5,7.8,7.7
BX,6,8.8,5.9,5.8,5.3,5.6,5.9,5.8,5.8,5.9,6,6.3,6.4,6.5,7.3
BX,5.9,8.9,6.1,6,5.3,5.5,5.8,6.2,6.3,6.4,6.6,6.7,7.4,7.8,7.8
BX,5.8,8.8,5.7,5.7,5.4,5.5,5.8,6.1,6.2,6.4,6.4,6.6,7.3,7.6,7.6
BX,5.8,8.8,6.1,5.8,5.4,5.5,5.7,6.2,6.2,6.3,6.3,6.6,7.8,8.1,7.7
BX,5.8,8.8,5.9,5.9,5.3,5.4,5.6,6,6,6.1,6.1,6.3,6.9,7.4,7.3
BX,5.8,8.8,6.2,6,5.8,6,6.3,6.6,6.7,6.8,7,7.1,7.9,NaN,8.2
BX,5.8,8.8,6,5.9,5.4,5.5,5.8,6.3,6.4,6.5,6.6,6.9,7.6,7.9,7.9
BX,5.8,8.8,5.9,5.9,5.5,5.6,5.9,6.2,6.3,6.4,6.7,6.8,7.8,8.1,7.8
BX,5.8,8.8,5.9,5.9,5.6,5.7,5.9,6.2,6.3,6.4,6.6,6.8,7.6,7.7,7.9
BX,5.8,8.8,6.2,6.1,5.6,6,6.2,6.5,6.6,6.7,6.9,7.1,7.4,7.7,8
BX,5.8,8.5,NaN,NaN,5.4,5.6,5.8,5.9,5.9,6,6,6.3,7,7.4,7.4
BX,5.8,8.8,5.9,5.8,5.4,5.7,6.1,6.3,6.4,6.5,6.6,6.8,7.4,8.1,8.2
BX,5.8,8.8,5.7,5.9,5.4,5.5,5.8,6.3,6.5,6.6,6.8,7,7.6,8,8.1
BX,5.8,8.8,6,5.8,5.6,5.7,5.9,6.1,6.2,6.3,6.5,6.7,7.3,7.6,7.8
BX,5.8,8.8,6,5.8,5.8,5.9,5.9,6,6.1,6.2,6.4,6.6,7.2,7.6,7.6
BX,5.8,8.8,NaN,5.6,5.2,5.3,5.6,6.1,6.2,6.3,6.3,6.5,7.2,7.7,7.6
BX,5.8,8.8,5.8,5.9,5.5,5.8,6,6.1,6.2,6.2,6.3,6.4,7.4,7.7,7.7
BX,5.8,8.8,6,5.9,5.4,5.5,5.7,6.2,6.3,6.4,6.4,6.6,7.2,7.8,7.6
BX,5.8,8.8,6,5.9,5.2,5.5,5.6,5.9,6,6.1,6.1,6.5,7.1,7.5,7.4
BX,5.8,8.7,6,6,5.4,5.6,5.8,6.2,6.3,6.5,6.6,6.8,7.5,7.7,7.7
BX,5.7,8.8,6,5.8,5.5,5.7,5.8,5.9,6,6.1,6.3,6.5,7.2,7.7,7.8
BX,5.7,8.8,5.9,5.4,5.4,5.6,5.8,6.1,6.2,6.4,6.5,6.8,NaN,NaN,NaN
BX,5.7,8.7,5.9,5.8,5.4,5.6,5.9,6.2,6.2,6.3,6.4,6.7,7.4,7.8,8.2
BX,5.7,8.7,5.9,5.8,5.4,5.6,5.8,6.2,6.2,6.3,6.4,6.6,7.2,7.6,7.6
BX,5.7,8.7,6,NaN,5.5,5.7,6,6.2,6.3,NaN,6.4,6.6,7.3,NaN,7.6
BX,5.7,8.7,5.9,5.8,5.2,5.4,5.6,6,6,6.1,6.2,6.3,6.8,7.1,7.6
BX,5.7,8.5,5.8,5.8,5.2,5.4,5.6,5.9,6,6.1,6.2,6.5,7.3,7.6,7.5
BX,5.7,8.7,5.9,5.8,5.4,5.6,5.8,6.2,6.3,6.4,6.6,6.9,7.4,7.6,7.7
BX,5.5,8.5,5.6,5.5,5.2,5.4,5.8,6.1,6.4,6.5,6.6,6.7,7.6,NaN,7.6
BX,5.5,8.5,5.7,5.6,5.2,5.3,5.5,5.8,5.9,6.1,6.2,6.5,7.1,7.5,7.5
BX,5.5,8.5,5.7,NaN,5.1,5,5.1,5.7,5.6,5.9,6,6.2,6.8,6.8,7.1
BX,5.5,8.5,5.8,5.6,5.3,5.4,5.6,6.1,6.3,6.4,6.6,6.8,7.5,7.9,7.6
