HJ,9.3,7.5,7.3,6.8,8.2,8.5,8.1,9.9,10.1,11.3
HJ,8.5,6.8,6.8,6.3,7.3,8.0,8.5,8.5,9.0,10.0
HJ,8.4,6.4,6.2,5.9,6.9,8.0,7.8,9.4,9.7,10.3
HJ,8.3,6.9,6.9,6.5,8.4,9.3,8.6,10.3,11.0,11.4
HJ,8.2,6.5,6.6,6.2,7.0,7.9,7.9,9.1,9.7,10.6
HJ,8.0,6.5,6.5,5.8,7.2,8.7,7.7,9.3,9.8,9.8
HJ,8.0,6.5,6.4,5.9,7.0,7.7,7.7,9.0,9.9,10.0
HJ,8.0,6.5,6.5,6.0,7.0,7.5,7.2,8.5,9.5,9.5
HJ,8.0,6.3,6.2,5.7,6.8,7.9,7.5,9.0,9.8,10.4
HJ,8.0,6.2,6.0,5.8,6.5,7.5,7.5,8.8,8.8,10.0
HJ,7.8,6.3,6.2,5.4,6.6,7.2,NaN,8.5,8.9,9.7
HJ,7.8,6.2,6.0,5.8,7.0,8.0,7.8,9.2,9.7,10.4
HJ,7.8,6.1,6.2,5.7,6.9,7.9,7.4,9.1,9.7,10.0
HJ,7.8,5.9,NaN,5.4,NaN,7.3,7.4,9.9,9.6,10.3
HJ,7.7,6.3,6.1,5.7,6.8,7.8,7.6,9.2,9.8,10.4
HJ,7.6,6.7,6.7,6.2,7.2,8.2,7.8,9.2,6.6,10.4
HJ,7.5,6.3,6.0,5.8,7.4,7.5,7.5,8.8,9.5,9.8
HJ,7.5,6.2,6.1,5.4,7.2,7.7,7.2,8.7,9.1,9.9
HJ,7.5,6.2,6.0,5.4,6.8,7.9,7.1,9.1,9.6,9.7
HJ,7.5,6.1,6.1,6.0,6.9,7.8,7.1,8.8,9.2,9.7
HJ,7.5,6.0,6.0,5.3,6.3,7.5,6.8,9.0,9.5,10.3
HJ,7.5,5.9,5.9,5.2,6.3,7.2,7.1,8.4,9.1,9.4
HJ,7.5,5.9,5.8,5.4,6.8,7.7,7.2,8.7,9.6,10.2
HJ,7.5,5.5,5.5,5.2,6.5,7.5,7.5,8.4,8.7,9.1
HJ,7.4,5.8,5.8,5.2,6.6,7.5,7.2,8.9,9.7,10.1
HJ,7.3,5.8,5.7,5.1,6.1,7.0,6.9,8.2,8.6,9.3
HJ,7.3,5.7,5.7,5.1,6.6,7.4,6.9,8.6,9.2,9.6
HJ,7.3,5.5,5.3,4.6,6.6,7.5,7.4,9.1,9.9,NaN
HJ,7.2,6.0,5.9,5.2,6.8,7.5,7.0,8.8,9.5,9.8
HJ,7.1,5.3,5.2,5.0,6.1,7.2,6.8,8.5,9.1,9.5
HJ,7.0,5.5,5.2,4.9,6.0,7.2,6.9,8.6,9.3,9.8
HJ,7.0,5.5,6.0,5.5,7.0,7.5,6.5,9.0,8.5,9.5
HJ,7.0,5.5,5.5,5.0,6.5,7.3,7.2,8.5,8.9,9.5
HJ,7.0,5.5,5.3,5.0,6.5,7.6,6.9,8.6,9.2,9.8
HJ,7.0,5.4,5.3,5.3,6.8,7.7,7.4,8.9,9.2,10.1
HJ,7.0,5.4,5.5,4.9,6.5,7.1,6.8,8.7,9.3,10.0
HJ,7.0,5.4,5.1,4.6,6.0,6.8,5.3,8.4,9.0,9.6
HJ,7.0,5.4,5.5,5.0,6.4,7.3,6.9,8.7,9.4,9.8
HJ,7.0,5.4,5.4,4.8,5.8,6.8,6.8,8.3,8.8,9.5
HJ,7.0,5.3,5.3,4.5,6.0,6.6,6.6,7.8,8.5,9.7
HJ,7.0,5.3,5.1,4.9,5.8,7.1,6.3,8.5,9.2,9.5
HJ,7.0,5.3,5.2,4.7,5.7,7.0,6.4,8.5,8.8,10.0
HJ,6.8,5.3,5.4,4.6,6.1,7.0,6.8,7.7,8.2,9.1
HJ,6.7,5.4,5.1,5.0,6.1,7.0,6.3,8.3,8.9,9.7
HJ,6.5,4.8,5.0,4.0,5.3,6.0,5.5,7.5,8.0,9.3
